:START_ID,:END_ID,:TYPE
Q123715087,Q125033030,ALUMNI
Q10860424,Q74555374,ALUMNI
Q2098951,Q1336952,ALUMNI
Q5173975,Q534515,ALUMNI
Q109564135,Q12486639,ALUMNI
Q109564135,Q97577578,ALUMNI
Q5207888,Q7391096,ALUMNI
Q97590853,Q12523415,ALUMNI
Q106878521,Q4250926,ALUMNI
Q106878521,Q19744804,ALUMNI
Q109436602,Q18627429,ALUMNI
Q25470598,Q97570484,ALUMNI
Q25470598,Q97598446,ALUMNI
Q25463766,Q12523432,ALUMNI
Q4252078,Q12486124,ALUMNI
Q25469488,Q7603634,ALUMNI
Q25469488,Q12510382,ALUMNI
Q25469488,Q19751985,ALUMNI
Q25469488,Q123813551,ALUMNI
Q109432836,Q12511308,ALUMNI
Q109432836,Q109432842,ALUMNI
Q12480793,Q19748156,ALUMNI
Q12480859,Q12523349,ALUMNI
Q96987329,Q7686915,ALUMNI
Q97591315,Q336264,ALUMNI
Q96988373,Q350752,ALUMNI
Q97193875,Q12523386,ALUMNI
Q17410934,Q478044,ALUMNI
Q75078039,Q12501424,ALUMNI
Q12480924,Q10862512,ALUMNI
Q12480924,Q12510519,ALUMNI
Q97307268,Q17997867,ALUMNI
Q25466103,Q49212,ALUMNI
Q131929425,Q12486657,ALUMNI
Q49253756,Q503424,ALUMNI
Q49253756,Q1579397,ALUMNI
Q25467965,Q12471192,ALUMNI
Q123219224,Q1145992,ALUMNI
Q123219224,Q4200341,ALUMNI
Q16173885,Q12523355,ALUMNI
Q4258761,Q534515,ALUMNI
Q16173957,Q1579397,ALUMNI
Q16173957,Q12712165,ALUMNI
Q109433944,Q478044,ALUMNI
Q109433944,Q1444125,ALUMNI
Q109433944,Q12522872,ALUMNI
Q109433944,Q12523343,ALUMNI
Q109861754,Q534515,ALUMNI
Q109438273,Q534515,ALUMNI
Q109438273,Q12510519,ALUMNI
Q109438273,Q123774084,ALUMNI
Q16173966,Q12510366,ALUMNI
Q16173966,Q109330048,ALUMNI
Q12481017,Q156598,ALUMNI
Q12481017,Q2190504,ALUMNI
Q12481017,Q7428928,ALUMNI
Q12481017,Q58667835,ALUMNI
Q96988377,Q534515,ALUMNI
Q96988377,Q1026939,ALUMNI
Q12481041,Q4250926,ALUMNI
Q12481041,Q12510564,ALUMNI
Q12481041,Q12523423,ALUMNI
Q12481041,Q97223044,ALUMNI
Q109434348,Q12523429,ALUMNI
Q115491430,Q19744761,ALUMNI
Q96988018,Q4200627,ALUMNI
Q5249748,Q3181122,ALUMNI
Q5249748,Q4250926,ALUMNI
Q5249748,Q12510656,ALUMNI
Q5249748,Q12523390,ALUMNI
Q5249748,Q97596489,ALUMNI
Q25466623,Q1579397,ALUMNI
Q123219186,Q12523470,ALUMNI
Q97216276,Q1579397,ALUMNI
Q97590713,Q12510939,ALUMNI
Q97590713,Q13098212,ALUMNI
Q12481143,Q3181122,ALUMNI
Q18421425,Q12523291,ALUMNI
Q18421425,Q19744816,ALUMNI
Q5253899,Q49115,ALUMNI
Q5253899,Q2190504,ALUMNI
Q5253899,Q7428928,ALUMNI
Q5253899,Q7894418,ALUMNI
Q109450544,Q12510700,ALUMNI
Q96988733,Q16182620,ALUMNI
Q92477336,Q1145992,ALUMNI
Q120221481,Q1494353,ALUMNI
Q12481262,Q1145992,ALUMNI
Q16174247,Q12712165,ALUMNI
Q97237769,Q4200627,ALUMNI
Q108889220,Q7894412,ALUMNI
Q19725321,Q12471192,ALUMNI
Q17410478,Q1896627,ALUMNI
Q25463297,Q12712165,ALUMNI
Q25463297,Q109912135,ALUMNI
Q85990660,Q49115,ALUMNI
Q85990660,Q534515,ALUMNI
Q4264877,Q534515,ALUMNI
Q4264877,Q2308020,ALUMNI
Q109437801,Q598841,ALUMNI
Q5268013,Q1145992,ALUMNI
Q56399768,Q12523284,ALUMNI
Q56399768,Q12712165,ALUMNI
Q17410481,Q1494353,ALUMNI
Q123337918,Q534515,ALUMNI
Q123337918,Q3181122,ALUMNI
Q123337918,Q20448866,ALUMNI
Q96989465,Q534515,ALUMNI
Q96989465,Q2306715,ALUMNI
Q97496510,Q2983676,ALUMNI
Q97496510,Q3181122,ALUMNI
Q97496510,Q7308519,ALUMNI
Q97496510,Q14091635,ALUMNI
Q17410733,Q534515,ALUMNI
Q17410733,Q866012,ALUMNI
Q98080793,Q7895720,ALUMNI
Q16174665,Q10862512,ALUMNI
Q97239536,Q1848657,ALUMNI
Q109434213,Q47927,ALUMNI
Q17410978,Q2306715,ALUMNI
Q65204331,Q534515,ALUMNI
Q96987326,Q7896370,ALUMNI
Q3032168,Q534515,ALUMNI
Q65208154,Q534515,ALUMNI
Q17410493,Q2983676,ALUMNI
Q26836431,Q7428928,ALUMNI
Q26836431,Q12501424,ALUMNI
Q17410414,Q12523302,ALUMNI
Q5285224,Q7686915,ALUMNI
Q19745886,Q1145992,ALUMNI
Q97590606,Q7408055,ALUMNI
Q2670453,Q1579397,ALUMNI
Q11196055,Q12523348,ALUMNI
Q12481747,Q19752649,ALUMNI
Q19725424,Q7895720,ALUMNI
Q5285364,Q4200341,ALUMNI
Q16175030,Q1145992,ALUMNI
Q16175030,Q12523307,ALUMNI
Q97590856,Q890928,ALUMNI
Q97590856,Q1336952,ALUMNI
Q97590856,Q12510486,ALUMNI
Q97590856,Q12523454,ALUMNI
Q97590856,Q19745903,ALUMNI
Q97590856,Q97941611,ALUMNI
Q12481755,Q12510277,ALUMNI
Q12481755,Q97570581,ALUMNI
Q12481755,Q123774213,ALUMNI
Q16175079,Q1145992,ALUMNI
Q11200778,Q4250926,ALUMNI
Q25468888,Q574606,ALUMNI
Q96988006,Q1579397,ALUMNI
Q105764924,Q4200341,ALUMNI
Q12481846,Q1494353,ALUMNI
Q12481863,Q4200627,ALUMNI
Q85990777,Q12471192,ALUMNI
Q137194617,Q951305,ALUMNI
Q137194617,Q4250926,ALUMNI
Q137194617,Q6514349,ALUMNI
Q17306400,Q12510497,ALUMNI
Q17306400,Q12513120,ALUMNI
Q17306400,Q97572685,ALUMNI
Q61367471,Q3181122,ALUMNI
Q61367471,Q12510430,ALUMNI
Q61367471,Q97591568,ALUMNI
Q96987989,Q4250926,ALUMNI
Q5298156,Q168756,ALUMNI
Q5298156,Q534515,ALUMNI
Q49251389,Q3181122,ALUMNI
Q18421389,Q1336952,ALUMNI
Q18421389,Q1494353,ALUMNI
Q18421389,Q74546091,ALUMNI
Q16175234,Q2306715,ALUMNI
Q96986924,Q64870303,ALUMNI
Q96986931,Q12486124,ALUMNI
Q12482134,Q10862512,ALUMNI
Q107563597,Q12522857,ALUMNI
Q97590780,Q1145497,ALUMNI
Q97590780,Q64575367,ALUMNI
Q56399273,Q1145992,ALUMNI
Q56399273,Q19749142,ALUMNI
Q101244735,Q12712165,ALUMNI
Q97590707,Q19741356,ALUMNI
Q109564126,Q6482697,ALUMNI
Q96988678,Q230899,ALUMNI
Q13092889,Q7894421,ALUMNI
Q13092889,Q10862512,ALUMNI
Q138781365,Q10862512,ALUMNI
Q97204470,Q12486657,ALUMNI
Q12482274,Q4200297,ALUMNI
Q12482274,Q57947176,ALUMNI
Q25460903,Q534515,ALUMNI
Q7806029,Q721064,ALUMNI
Q7806029,Q1145497,ALUMNI
Q7806029,Q12510550,ALUMNI
Q7806029,Q12708504,ALUMNI
Q72086432,Q600107,ALUMNI
Q72086432,Q12523440,ALUMNI
Q25466054,Q17997867,ALUMNI
Q25462083,Q31173528,ALUMNI
Q49255801,Q7683446,ALUMNI
Q1284477,Q10862512,ALUMNI
Q97590741,Q534515,ALUMNI
Q97590741,Q7896071,ALUMNI
Q109431101,Q97307370,ALUMNI
Q25462893,Q280361,ALUMNI
Q12482291,Q17997867,ALUMNI
Q49251727,Q10862512,ALUMNI
Q96987999,Q12523402,ALUMNI
Q12482308,Q3181122,ALUMNI
Q12482308,Q12511174,ALUMNI
Q12482308,Q12523355,ALUMNI
Q16175676,Q3181122,ALUMNI
Q65213999,Q12486653,ALUMNI
Q65213999,Q12523313,ALUMNI
Q138502066,Q12523390,ALUMNI
Q12482331,Q3181122,ALUMNI
Q97590714,Q478044,ALUMNI
Q107488620,Q12523307,ALUMNI
Q132131054,Q1145992,ALUMNI
Q12482340,Q534515,ALUMNI
Q11185376,Q12486647,ALUMNI
Q109443472,Q12523307,ALUMNI
Q109443472,Q12712165,ALUMNI
Q109443472,Q119465722,ALUMNI
Q109564144,Q12523348,ALUMNI
Q109564144,Q13098212,ALUMNI
Q107563913,Q12523366,ALUMNI
Q28724259,Q534515,ALUMNI
Q28724259,Q12510696,ALUMNI
Q28724259,Q15057698,ALUMNI
Q28724259,Q65452073,ALUMNI
Q28724259,Q107739279,ALUMNI
Q96987704,Q7894421,ALUMNI
Q12482416,Q2306715,ALUMNI
Q12482416,Q7603634,ALUMNI
Q96988693,Q7415523,ALUMNI
Q21828089,Q734764,ALUMNI
Q21828089,Q1133142,ALUMNI
Q98115336,Q3213529,ALUMNI
Q98115336,Q7415523,ALUMNI
Q16176030,Q12481560,ALUMNI
Q16176030,Q109921406,ALUMNI
Q17410515,Q280361,ALUMNI
Q17410515,Q1579397,ALUMNI
Q17410515,Q19744761,ALUMNI
Q131354540,Q4200627,ALUMNI
Q131354540,Q12511308,ALUMNI
Q131354540,Q19752732,ALUMNI
Q123303696,Q12523466,ALUMNI
Q123303696,Q97581736,ALUMNI
Q469616,Q13371,ALUMNI
Q469616,Q534515,ALUMNI
Q469616,Q5676556,ALUMNI
Q96987536,Q4200627,ALUMNI
Q135550854,Q7894421,ALUMNI
Q123219206,Q2306715,ALUMNI
Q109564140,Q1145992,ALUMNI
Q19943079,Q534515,ALUMNI
Q56872154,Q4250926,ALUMNI
Q56872154,Q12707341,ALUMNI
Q56872154,Q12712165,ALUMNI
Q56872154,Q28725046,ALUMNI
Q49253917,Q7308519,ALUMNI
Q12482544,Q12506014,ALUMNI
Q12482544,Q12510322,ALUMNI
Q12482544,Q19745903,ALUMNI
Q104417591,Q7452397,ALUMNI
Q5388188,Q1568237,ALUMNI
Q5388188,Q5568357,ALUMNI
Q96987976,Q4250926,ALUMNI
Q65213524,Q12523382,ALUMNI
Q16176204,Q280361,ALUMNI
Q25471309,Q12523297,ALUMNI
Q97590794,Q7683446,ALUMNI
Q20278395,Q19749142,ALUMNI
Q11066107,Q534515,ALUMNI
Q12482565,Q1579397,ALUMNI
Q12482567,Q12523326,ALUMNI
Q5395350,Q54166,ALUMNI
Q25468230,Q3181122,ALUMNI
Q97590575,Q350752,ALUMNI
Q97590575,Q4200297,ALUMNI
Q97590575,Q12510547,ALUMNI
Q97590575,Q12511198,ALUMNI
Q25468911,Q19751985,ALUMNI
Q108889846,Q534515,ALUMNI
Q108889846,Q1055874,ALUMNI
Q108889846,Q1209685,ALUMNI
Q108889846,Q12510188,ALUMNI
Q109434207,Q12523487,ALUMNI
Q108889238,Q2308020,ALUMNI
Q96988769,Q11223593,ALUMNI
Q97590787,Q1145497,ALUMNI
Q97590787,Q19735187,ALUMNI
Q97590787,Q25462661,ALUMNI
Q16176436,Q534515,ALUMNI
Q16176436,Q1145992,ALUMNI
Q16176436,Q3181122,ALUMNI
Q25467048,Q12471192,ALUMNI
Q49251321,Q12471193,ALUMNI
Q20278412,Q3181122,ALUMNI
Q85991061,Q534515,ALUMNI
Q5429207,Q1145992,ALUMNI
Q5429207,Q1579397,ALUMNI
Q122346894,Q173959,ALUMNI
Q122346894,Q30632611,ALUMNI
Q122346894,Q123444875,ALUMNI
Q122346894,Q123768131,ALUMNI
Q122346894,Q125240694,ALUMNI
Q96988762,Q11223593,ALUMNI
Q12482697,Q534515,ALUMNI
Q12482697,Q1579397,ALUMNI
Q12482698,Q174570,ALUMNI
Q12482698,Q534515,ALUMNI
Q12482698,Q5658432,ALUMNI
Q61119100,Q615873,ALUMNI
Q31173047,Q12486122,ALUMNI
Q12482713,Q534515,ALUMNI
Q12482713,Q3181122,ALUMNI
Q132307730,Q1336952,ALUMNI
Q132307730,Q12486124,ALUMNI
Q132307730,Q43398922,ALUMNI
Q109438090,Q14917503,ALUMNI
Q16176642,Q534515,ALUMNI
Q49250615,Q1494353,ALUMNI
Q16176676,Q478044,ALUMNI
Q5431049,Q29052,ALUMNI
Q5431049,Q534515,ALUMNI
Q96986949,Q12513061,ALUMNI
Q16176737,Q1145992,ALUMNI
Q28724426,Q12510519,ALUMNI
Q25466063,Q189022,ALUMNI
Q25466063,Q534515,ALUMNI
Q109436658,Q1494353,ALUMNI
Q108893500,Q7452397,ALUMNI
Q97590837,Q12510564,ALUMNI
Q97590837,Q97570481,ALUMNI
Q97590861,Q1145992,ALUMNI
Q97590861,Q7452397,ALUMNI
Q127272497,Q173959,ALUMNI
Q16176817,Q534515,ALUMNI
Q109427431,Q2306715,ALUMNI
Q109427431,Q7603641,ALUMNI
Q18421358,Q17997867,ALUMNI
Q97590768,Q75639,ALUMNI
Q97590768,Q2306715,ALUMNI
Q468519,Q1579397,ALUMNI
Q97590842,Q12523355,ALUMNI
Q28723821,Q7895720,ALUMNI
Q96988744,Q534515,ALUMNI
Q96988744,Q2306715,ALUMNI
Q96988744,Q3181122,ALUMNI
Q96988744,Q123395567,ALUMNI
Q96988744,Q123771366,ALUMNI
Q96988744,Q123809140,ALUMNI
Q12482828,Q534515,ALUMNI
Q1392988,Q534515,ALUMNI
Q1392988,Q1824905,ALUMNI
Q12482832,Q534515,ALUMNI
Q12482832,Q4200627,ALUMNI
Q12482832,Q7391099,ALUMNI
Q12482832,Q56392794,ALUMNI
Q96988387,Q12523366,ALUMNI
Q96988387,Q12523435,ALUMNI
Q16177148,Q10862512,ALUMNI
Q97590864,Q12523352,ALUMNI
Q12482887,Q3181122,ALUMNI
Q56391300,Q534515,ALUMNI
Q112896202,Q19744798,ALUMNI
Q16177298,Q7894421,ALUMNI
Q97590611,Q3958218,ALUMNI
Q112897183,Q7408055,ALUMNI
Q97590850,Q6482697,ALUMNI
Q10860370,Q7896000,ALUMNI
Q4200601,Q12471192,ALUMNI
Q12483133,Q503415,ALUMNI
Q12483133,Q736674,ALUMNI
Q12483133,Q1145992,ALUMNI
Q12483133,Q19734661,ALUMNI
Q112896805,Q12523315,ALUMNI
Q97590599,Q1579397,ALUMNI
Q109435898,Q10862512,ALUMNI
Q12483474,Q1145992,ALUMNI
Q12483576,Q534515,ALUMNI
Q10859979,Q1579397,ALUMNI
Q96988673,Q12523484,ALUMNI
Q96988673,Q13098258,ALUMNI
Q12483605,Q534515,ALUMNI
Q56398866,Q12510207,ALUMNI
Q56398866,Q12523345,ALUMNI
Q56398866,Q62070209,ALUMNI
Q123046540,Q12523400,ALUMNI
Q18342893,Q6746666,ALUMNI
Q18342893,Q7100286,ALUMNI
Q96987996,Q4250926,ALUMNI
Q5562954,Q1301275,ALUMNI
Q5562954,Q1579397,ALUMNI
Q5562954,Q1824905,ALUMNI
Q97208587,Q4250926,ALUMNI
Q97208587,Q7322177,ALUMNI
Q56399362,Q534515,ALUMNI
Q5564287,Q7894421,ALUMNI
Q5564287,Q12523423,ALUMNI
Q5564287,Q19735212,ALUMNI
Q109437606,Q4250926,ALUMNI
Q109437606,Q7683446,ALUMNI
Q16178632,Q12486643,ALUMNI
Q137803090,Q534515,ALUMNI
Q4264069,Q1579397,ALUMNI
Q4264069,Q19732714,ALUMNI
Q31174037,Q12510348,ALUMNI
Q31174037,Q19739892,ALUMNI
Q31174037,Q97570549,ALUMNI
Q25463291,Q7603634,ALUMNI
Q96989458,Q12523349,ALUMNI
Q96989458,Q19744761,ALUMNI
Q96989458,Q109921406,ALUMNI
Q25470308,Q25457659,ALUMNI
Q16179094,Q1145992,ALUMNI
Q16179132,Q12523340,ALUMNI
Q7344813,Q4250926,ALUMNI
Q19943366,Q12471193,ALUMNI
Q16179224,Q534515,ALUMNI
Q5628011,Q49115,ALUMNI
Q5628011,Q5171560,ALUMNI
Q109442533,Q1141959,ALUMNI
Q7553490,Q1494353,ALUMNI
Q7553490,Q4200627,ALUMNI
Q7553490,Q7896370,ALUMNI
Q28724412,Q12471193,ALUMNI
Q85991292,Q534515,ALUMNI
Q56399011,Q478044,ALUMNI
Q97590559,Q1494353,ALUMNI
Q97590559,Q13098259,ALUMNI
Q97590559,Q97570359,ALUMNI
Q109440613,Q4208174,ALUMNI
Q12485056,Q1145992,ALUMNI
Q96989478,Q4854741,ALUMNI
Q96989478,Q97598324,ALUMNI
Q97590774,Q28950168,ALUMNI
Q16179502,Q350752,ALUMNI
Q12485153,Q478044,ALUMNI
Q12485153,Q3181122,ALUMNI
Q17410556,Q534515,ALUMNI
Q97590545,Q7894418,ALUMNI
Q76227,Q156598,ALUMNI
Q76227,Q57046996,ALUMNI
Q2669342,Q1145992,ALUMNI
Q16179258,Q1896627,ALUMNI
Q96988714,Q478044,ALUMNI
Q49255445,Q12522872,ALUMNI
Q49255445,Q12523349,ALUMNI
Q72845646,Q12486647,ALUMNI
Q72845646,Q19735212,ALUMNI
Q25466083,Q2306715,ALUMNI
Q97590551,Q4027436,ALUMNI
Q97590818,Q7896055,ALUMNI
Q107564265,Q1145992,ALUMNI
Q107564265,Q19739792,ALUMNI
Q96989463,Q12523355,ALUMNI
Q7347498,Q1145992,ALUMNI
Q16179892,Q1579397,ALUMNI
Q16179892,Q3181122,ALUMNI
Q24285806,Q12523282,ALUMNI
Q109437225,Q12471192,ALUMNI
Q12485293,Q10862512,ALUMNI
Q25463299,Q280361,ALUMNI
Q96987574,Q1579397,ALUMNI
Q12485356,Q861888,ALUMNI
Q12485357,Q1579397,ALUMNI
Q25464103,Q10862512,ALUMNI
Q1587648,Q1579397,ALUMNI
Q12485367,Q534515,ALUMNI
Q12485373,Q627969,ALUMNI
Q12485373,Q1041737,ALUMNI
Q16180238,Q28954262,ALUMNI
Q12485374,Q1579397,ALUMNI
Q25464083,Q13098259,ALUMNI
Q10860050,Q4200341,ALUMNI
Q12485387,Q1145992,ALUMNI
Q123714726,Q534515,ALUMNI
Q123714726,Q12486122,ALUMNI
Q123714726,Q123387671,ALUMNI
Q123714726,Q123772853,ALUMNI
Q123714726,Q124079002,ALUMNI
Q123714726,Q125240465,ALUMNI
Q732439,Q49088,ALUMNI
Q124366548,Q7322177,ALUMNI
Q120201972,Q3958218,ALUMNI
Q16180355,Q1896627,ALUMNI
Q5678668,Q3958218,ALUMNI
Q96988742,Q12523301,ALUMNI
Q123714940,Q12486657,ALUMNI
Q96989077,Q478044,ALUMNI
Q17410572,Q1180978,ALUMNI
Q17410572,Q1896627,ALUMNI
Q17410572,Q12510569,ALUMNI
Q12485416,Q4200341,ALUMNI
Q16162367,Q534515,ALUMNI
Q183581,Q49120,ALUMNI
Q183581,Q49122,ALUMNI
Q183581,Q213439,ALUMNI
Q183581,Q534515,ALUMNI
Q5680756,Q12506117,ALUMNI
Q5680756,Q14917501,ALUMNI
Q4201732,Q1579397,ALUMNI
Q49253567,Q19744816,ALUMNI
Q109433244,Q19749142,ALUMNI
Q16180524,Q3181122,ALUMNI
Q25466119,Q7481592,ALUMNI
Q12485528,Q12523315,ALUMNI
Q28724378,Q3181122,ALUMNI
Q5713108,Q10862512,ALUMNI
Q20278419,Q280361,ALUMNI
Q16180611,Q4200627,ALUMNI
Q17410575,Q833670,ALUMNI
Q17410575,Q1065414,ALUMNI
Q17410575,Q7426888,ALUMNI
Q96987679,Q7896071,ALUMNI
Q138469050,Q7322177,ALUMNI
Q138469050,Q12523347,ALUMNI
Q109436659,Q3918,ALUMNI
Q97590590,Q7896370,ALUMNI
Q97590590,Q12523302,ALUMNI
Q2311302,Q4200341,ALUMNI
Q25465772,Q350752,ALUMNI
Q65213473,Q7476068,ALUMNI
Q65213473,Q13200125,ALUMNI
Q65213473,Q31787633,ALUMNI
Q65213473,Q124200097,ALUMNI
Q16180831,Q49115,ALUMNI
Q16180831,Q168000,ALUMNI
Q16180831,Q1579397,ALUMNI
Q25467316,Q4200297,ALUMNI
Q123221617,Q5317233,ALUMNI
Q123152773,Q1444125,ALUMNI
Q123152773,Q12523349,ALUMNI
Q123152773,Q125914672,ALUMNI
Q6696761,Q1579397,ALUMNI
Q16180861,Q534515,ALUMNI
Q12485589,Q280361,ALUMNI
Q12485590,Q1579397,ALUMNI
Q19745880,Q12523297,ALUMNI
Q12485593,Q1145992,ALUMNI
Q12485593,Q1579397,ALUMNI
Q96989554,Q2306715,ALUMNI
Q96989554,Q4854741,ALUMNI
Q96989554,Q97596279,ALUMNI
Q19745402,Q7452397,ALUMNI
Q16181001,Q2306715,ALUMNI
Q16181001,Q97577617,ALUMNI
Q16181001,Q97577684,ALUMNI
Q109442849,Q1145992,ALUMNI
Q12485613,Q534515,ALUMNI
Q12485617,Q4200627,ALUMNI
Q109433796,Q12486643,ALUMNI
Q96988706,Q15575,ALUMNI
Q96988706,Q738236,ALUMNI
Q96988706,Q1579397,ALUMNI
Q96988706,Q12510564,ALUMNI
Q109439652,Q12523429,ALUMNI
Q108889240,Q534515,ALUMNI
Q49250658,Q12523473,ALUMNI
Q123870723,Q280361,ALUMNI
Q123870723,Q12510660,ALUMNI
Q123870723,Q12523322,ALUMNI
Q123870723,Q109332412,ALUMNI
Q123870723,Q117449250,ALUMNI
Q16181271,Q109919364,ALUMNI
Q16181271,Q123395804,ALUMNI
Q4115277,Q1141959,ALUMNI
Q4115277,Q12506117,ALUMNI
Q85991548,Q4200341,ALUMNI
Q15620237,Q1579397,ALUMNI
Q20278425,Q7894412,ALUMNI
Q96989068,Q1847733,ALUMNI
Q96987526,Q534515,ALUMNI
Q96987526,Q12523352,ALUMNI
Q85991574,Q10862512,ALUMNI
Q25470183,Q7408055,ALUMNI
Q97590598,Q1145992,ALUMNI
Q49250648,Q5643706,ALUMNI
Q25542579,Q156598,ALUMNI
Q25542579,Q1549932,ALUMNI
Q116867882,Q7896071,ALUMNI
Q16181764,Q12523371,ALUMNI
Q96988052,Q1573634,ALUMNI
Q109433779,Q1573634,ALUMNI
Q18421308,Q1336952,ALUMNI
Q25463339,Q1494353,ALUMNI
Q96988058,Q1517021,ALUMNI
Q96988058,Q12523434,ALUMNI
Q96988058,Q19734681,ALUMNI
Q72117992,Q1573634,ALUMNI
Q72117992,Q19735196,ALUMNI
Q72117992,Q28950140,ALUMNI
Q102984055,Q12523434,ALUMNI
Q109435992,Q12523434,ALUMNI
Q109564085,Q1573634,ALUMNI
Q1610713,Q17997867,ALUMNI
Q136788623,Q30294464,ALUMNI
Q96988049,Q12523455,ALUMNI
Q96988049,Q19746168,ALUMNI
Q107573616,Q1573634,ALUMNI
Q65209883,Q64879856,ALUMNI
Q65209883,Q64879864,ALUMNI
Q109432816,Q1573634,ALUMNI
Q54805204,Q1579397,ALUMNI
Q54805204,Q12712165,ALUMNI
Q96988056,Q1336952,ALUMNI
Q12486135,Q10862512,ALUMNI
Q17410591,Q7603634,ALUMNI
Q132662384,Q280361,ALUMNI
Q132662384,Q12510248,ALUMNI
Q132662384,Q25467218,ALUMNI
Q18421362,Q7603607,ALUMNI
Q123715014,Q534515,ALUMNI
Q123715014,Q7391101,ALUMNI
Q12486233,Q2392351,ALUMNI
Q12486233,Q7308519,ALUMNI
Q981536,Q19752649,ALUMNI
Q13637491,Q1575044,ALUMNI
Q5986944,Q1494353,ALUMNI
Q138496296,Q1573634,ALUMNI
Q97590765,Q28949971,ALUMNI
Q97590765,Q100418801,ALUMNI
Q97590765,Q100418860,ALUMNI
Q16731948,Q1573634,ALUMNI
Q17410595,Q12486124,ALUMNI
Q17410595,Q12523455,ALUMNI
Q17410595,Q31778737,ALUMNI
Q108890481,Q28950103,ALUMNI
Q109438104,Q28724699,ALUMNI
Q123290562,Q7442749,ALUMNI
Q123290562,Q12511211,ALUMNI
Q123290562,Q12513095,ALUMNI
Q6854752,Q12506117,ALUMNI
Q16182199,Q12510668,ALUMNI
Q85991649,Q17997867,ALUMNI
Q96988335,Q4250926,ALUMNI
Q96988335,Q12510229,ALUMNI
Q16773556,Q11223593,ALUMNI
Q138458282,Q31129606,ALUMNI
Q16182287,Q1073441,ALUMNI
Q16182287,Q1494353,ALUMNI
Q16182339,Q10862512,ALUMNI
Q96987692,Q866012,ALUMNI
Q96987692,Q7391101,ALUMNI
Q25463680,Q19751985,ALUMNI
Q109436661,Q1336952,ALUMNI
Q12486324,Q478044,ALUMNI
Q18342562,Q3181122,ALUMNI
Q18342562,Q12486124,ALUMNI
Q17410598,Q12523306,ALUMNI
Q17410598,Q12523309,ALUMNI
Q108895229,Q7896000,ALUMNI
Q16182848,Q12523289,ALUMNI
Q85991694,Q13098212,ALUMNI
Q96989100,Q4250926,ALUMNI
Q96989100,Q12510454,ALUMNI
Q16182937,Q12511053,ALUMNI
Q20426522,Q534515,ALUMNI
Q97590819,Q478044,ALUMNI
Q16183047,Q280361,ALUMNI
Q25469944,Q1579397,ALUMNI
Q16183063,Q1579397,ALUMNI
Q17410930,Q534515,ALUMNI
Q97307587,Q10862512,ALUMNI
Q97590583,Q1478723,ALUMNI
Q97590583,Q4250926,ALUMNI
Q105348151,Q4200341,ALUMNI
Q109430785,Q12511290,ALUMNI
Q97590736,Q1336952,ALUMNI
Q18421427,Q1579397,ALUMNI
Q25469561,Q3181122,ALUMNI
Q16187552,Q12486647,ALUMNI
Q109432794,Q6933777,ALUMNI
Q96989475,Q472316,ALUMNI
Q96989475,Q534515,ALUMNI
Q96989475,Q12707341,ALUMNI
Q16183334,Q12523347,ALUMNI
Q25468666,Q12510329,ALUMNI
Q109436592,Q280361,ALUMNI
Q17410604,Q16182620,ALUMNI
Q18421340,Q1494353,ALUMNI
Q108855892,Q534515,ALUMNI
Q108855892,Q3181122,ALUMNI
Q25469560,Q7894412,ALUMNI
Q138471143,Q1494353,ALUMNI
Q25468217,Q280361,ALUMNI
Q16183494,Q12510572,ALUMNI
Q16183494,Q12523355,ALUMNI
Q16183494,Q12523376,ALUMNI
Q12486770,Q3213529,ALUMNI
Q96972764,Q598841,ALUMNI
Q96972764,Q12510739,ALUMNI
Q96972764,Q14457713,ALUMNI
Q96972764,Q97598785,ALUMNI
Q96972764,Q97598818,ALUMNI
Q12486773,Q19752732,ALUMNI
Q12486773,Q28725046,ALUMNI
Q108889367,Q4250926,ALUMNI
Q25470630,Q64895246,ALUMNI
Q121492950,Q3958218,ALUMNI
Q121492950,Q12523376,ALUMNI
Q121492950,Q97577573,ALUMNI
Q25469477,Q12523323,ALUMNI
Q16183553,Q3273657,ALUMNI
Q16183553,Q7758687,ALUMNI
Q16183553,Q10862378,ALUMNI
Q16183553,Q72811494,ALUMNI
Q16183553,Q123766785,ALUMNI
Q16183567,Q47927,ALUMNI
Q105802786,Q3181122,ALUMNI
Q109436716,Q19745825,ALUMNI
Q16183621,Q280361,ALUMNI
Q4213590,Q534515,ALUMNI
Q4213590,Q1458579,ALUMNI
Q4213590,Q12510575,ALUMNI
Q4213590,Q19746602,ALUMNI
Q25468899,Q12523404,ALUMNI
Q4131627,Q861888,ALUMNI
Q16183649,Q12523443,ALUMNI
Q85991732,Q10862512,ALUMNI
Q16183705,Q3130435,ALUMNI
Q49254080,Q12523318,ALUMNI
Q12486797,Q173959,ALUMNI
Q97590836,Q12510648,ALUMNI
Q97590836,Q12523366,ALUMNI
Q97590576,Q534515,ALUMNI
Q97590576,Q4200297,ALUMNI
Q16183917,Q280361,ALUMNI
Q17411432,Q10862512,ALUMNI
Q3155770,Q534515,ALUMNI
Q97590578,Q534515,ALUMNI
Q25465872,Q4250926,ALUMNI
Q123304033,Q3213529,ALUMNI
Q123304033,Q12511196,ALUMNI
Q123304033,Q12523345,ALUMNI
Q123304033,Q19734594,ALUMNI
Q59656267,Q117876,ALUMNI
Q10975733,Q156598,ALUMNI
Q10975733,Q1144000,ALUMNI
